TractorOrderId,Origin,Destination
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000053,QC006,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000053,QC006,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000033,RAIL001.81,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000051,QC005,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000051,QC005,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000033,RAIL001.81,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000029,RAIL001.76,WS007.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000051,QC005,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000033,RAIL001.81,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000035,QC005,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000035,QC005,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000033,RAIL001.81,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000043,QC006,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000067,QC005,WS001.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000035,QC005,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000075,QC006,YARD001.19
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000043,QC006,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000072,QC005,YARD001.14
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000069,QC006,WS002.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000043,QC006,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000033,RAIL001.81,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000043,QC006,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000033,RAIL001.81,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000036,QC005,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000051,QC005,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000033,RAIL001.81,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000059,QC006,YARD001.58
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000067,QC005,WS001.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000066,QC004,YARD001.31
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000066,QC004,YARD001.31
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000066,QC004,YARD001.31
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000067,QC005,WS001.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000066,QC004,YARD001.31
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000074,QC005,YARD001.24
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000035,QC005,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000035,QC005,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000074,QC005,YARD001.24
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000074,QC005,YARD001.24
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000035,QC005,WS010.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000031,QC004,WS012.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000039,RAIL001.01,WS003.01
TO_CO_TFTU000018,QC003,WS012.01
TO_CO_TFTU000068,QC005,YARD001.05
TO_CO_TFTU000039,RAIL001.01,WS003.01
TO_CO_TFTU000068,QC005,YARD001.05
TO_CO_TFTU000039,RAIL001.01,WS003.01
TO_CO_TFTU000068,QC005,YARD001.05
TO_CO_TFTU000039,RAIL001.01,WS003.01
TO_CO_TFTU000068,QC005,YARD001.05
TO_CO_TFTU000039,RAIL001.01,WS003.01
TO_CO_TFTU000068,QC005,YARD001.05
TO_CO_TFTU000039,RAIL001.01,WS003.01
TO_CO_TFTU000068,QC005,YARD001.05
TO_CO_TFTU000039,RAIL001.01,WS003.01
TO_CO_TFTU000068,QC005,YARD001.05
TO_CO_TFTU000039,RAIL001.01,WS003.01
TO_CO_TFTU000068,QC005,YARD001.05
TO_CO_TFTU000039,RAIL001.01,WS003.01
TO_CO_TFTU000068,QC005,YARD001.05
TO_CO_TFTU000039,RAIL001.01,WS003.01
